recommendationid,appid,game,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
34541231,404540,"Nex Machina",76561198071453842,0,6,642,0,55,1675483708,english,"One of the best games I ever played, highly recommended",1503876008,1503876008,1,1,0,0.523809552192688,0,1,0,0,0,""
34538402,404540,"Nex Machina",76561198001876420,1428,478,131,0,131,1504107833,english,"https://www.youtube.com/channel/UCRJsZ5d8QdIvaoxCNV9KyLg?app=desktop  I'm a huge fan of Housemarque's games and Nex Machina truly delivers.  Think of this as a mixture of Robotron and a shmup/bullet hell.  Watching voxels exploding beautifully with brilliant colors and shifting between attacks and lasers and grabbing the next pickup to be done more powerful. This game is great.  I've made it up to the last boss on rookie difficulty and plan to continue to play through and leaderboard chase.  I cannot recommend this game more.",1503865649,1503865649,1,0,0,0.491096645593643,0,1,0,0,0,""
34531895,404540,"Nex Machina",76561198408454541,83,18,11,0,11,1503846966,schinese,"只玩了三分钟，确实不是我的菜，没音乐也没好看的画面，敌人也没特色，就是个弹幕射击游戏。准备退了",1503847160,1503847178,0,1,0,0.418917089700699,0,1,0,0,0,""
34531258,404540,"Nex Machina",76561198037998758,0,5,126,0,102,1507265891,english,"This game is rad. Housemarque yet again delivers a best in class twin stick shooter.",1503845473,1503845473,1,0,0,0.0,0,1,0,0,0,""
34527751,404540,"Nex Machina",76561197960884241,0,9,393,0,214,1579980832,french,"Vous aurez très souvent l'air con en jouant à Nex Machina. D'abord vous aurez l'air déconnecté comme jamais vous l'avez été, ensuite vous pousserez des petits cris stridents (""Haaaa!"" ""Ho non !"" ""Oh Pu***n !!""), parfois des petits cris de jouissance (""Ho ho ho ho ho... OUIIIIIII !"") mais bien plus souvent ce sera plutôt l'incompréhension qui dominera avec le grand classique ""Mais bor**l comment tu peux passer ça !?"" le fameux ""Ha ben oui mais non je suis trop c** !"" et le grandiloquent ""Mais non mais ça passait là !"", le regard dans le vague sur l'écran de continue.  Parce qu'un peu comme un Super Meat Boy ou un Hotline Miami, l'intensité est reine, la difficulté dantesque et la mort implacable. Die and retry (au début) simple à prendre en main, mais très long à maitriser, avec sa BO qui claque, Nex Machina deviendra ua fil de la progression un scorer arcade ""old school"" : il fait transpirer, fait mal,  oblige à une concentration totale mais procure tellement de plaisir après chaque passage chaud passé proprement !  Et c'est pas la plastique chattoyante ou la partie sonore sans fausse note,  qui font de Nex Machina un grand jeu. C'est sa propension à produire du plaisir comme rarement ; proportionnel à la quantité de difficulté qu'il envoie.  Quelques petites choses rendent un peu dingue ; comme la légére latence du Dash, l'usage un peu particulière des armes secondaires et une certaine confusion de l'action dans les moments les plus chargés à l'écran.  Mais si vous aimez avoir mal , vous devez posséder ce jeu.",1503834716,1503834716,1,0,1,0.0,0,1,0,0,0,""
34525315,404540,"Nex Machina",76561198109593575,0,9,77,0,77,1509262292,schinese,"爽爽爽",1503826656,1503826656,1,1,0,0.0,0,1,0,0,0,""
34524364,404540,"Nex Machina",76561198004504743,418,47,109,0,109,1503774420,russian,"Сама по себе игра замечательная: механика настроена отлично, боссы интересные, динамика потрясающая, всяких секретов полно. Но игра стабильно вылетает на 3 зоне (до этого все отлично). Судя по форумам у многих такая же проблема. Разработчики, исправьте пожалуйста. Рефундать не буду, потому что игра уже отбила свою скидочную цену, но все же. Пока - не рекомендую.",1503823590,1503823590,0,0,0,0.436400562524796,0,1,0,0,0,""
34522095,404540,"Nex Machina",76561198070427122,0,1,50,0,50,1503814499,english,"这游戏虽然游戏的关卡、背景音乐都做的不错，但对于我这种老年选手来说还是有点难，",1503815102,1503815102,1,0,0,0.0,0,1,0,0,0,""
34520736,404540,"Nex Machina",76561197980171830,493,65,231,0,105,1522533660,english,"It's really great. The theme, the tone, the action, the level design... it's all top shelf.",1503808698,1503808698,1,0,0,0.0,0,1,0,0,0,""
34519131,404540,"Nex Machina",76561198294984569,0,4,166,0,142,1518678000,schinese,"很不错的一款游戏。美中不足就是没有及时保存这个功能，搞得每次打到个4、5关 出去前关游戏了，回来再开又要从头打 很烦。",1503801200,1503801200,1,0,0,0.0,0,1,0,0,0,""
34518281,404540,"Nex Machina",76561198396376665,0,2,204,0,52,1518255933,schinese,"我觉得鼠标那一块可以改成鼠标光标，而不是射击摇杆。。总体游戏体验还是很爽的。",1503797479,1503797479,1,0,0,0.0,0,1,0,0,0,""
34517873,404540,"Nex Machina",76561197970755243,0,44,452,0,408,1504987112,english,"Oh, Hells Yeah!",1503795611,1503795611,1,0,0,0.0,0,1,0,0,0,""
34515847,404540,"Nex Machina",76561198189444309,0,22,184,0,67,1625285554,schinese,"不少于50%off就入吧 游戏本身还不错，没到那种可以给特别高评分的程度，但也不差。 现在还处于初期阶段，内容可能还不够丰富。游戏本身属于极简主义，追求纯粹与复古，并且基本属于纯街机游戏模式。每关都是竞技场，就是给你刷各种地形出来打完进下一个地形，并不是线性流程那样。 比较遗憾的是游戏场景有点单调，不同关卡主题之间并没有体现出足够的差异，不同关卡之间无法给人留下足够印象，似乎至始至终都在一个地方。 双人游戏乐趣倍增，但是不支持在线双人是非常非常非常大的遗憾，希望将来能支持。 还有两个小缺陷，一个是别人的录像回放基本看不了，不知道是不是区域问题。像节奏地牢那种想查看别人回放就很方便的。还有就是所谓中文...基本就是机翻...好在游戏也没太多文本内容。期待后续更新吧。 总之推荐一下，尤其喜欢传统街机射击风格的。",1503787326,1503787326,1,0,0,0.0,0,1,0,0,0,""
34512227,404540,"Nex Machina",76561197999218415,308,7,140,0,21,1603565092,spanish,"Juego muy adictivo al más puro estilo Súper Smash TV con el que me pegaba horas en mi vieja SúperNintendo. Lo estoy jugando con un mando de Xbox y es... simplemente genial!!!!!  Buenos gráficos, sonido muy acorde y acción frenética interminable.  Si te gustan este tipo de juegos, éste es más que recomendable.",1503774617,1503774617,1,6,1,0.610642433166504,0,1,0,0,0,""
34511967,404540,"Nex Machina",76561197997853625,0,27,169,0,169,1503849813,english,"Really awesome game it self! But the game it self is the definition of  a very short game. On my first play through I had not even goten all drops of steam trade cards...",1503773728,1503773728,1,0,0,0.0,0,1,0,0,0,""
34510742,404540,"Nex Machina",76561198066601938,0,7,536,0,155,1610909002,russian,"[h1] ЭТО ВОСХИТИТЕЛЬНО!!! [/h1] Игра стоит каждого потраченного рубля и тем она слаще, если взять ее на распродаже) Зачастую дорогущие ААА-проекты разочаровывают и играть в них не интересно, а легкость прохождения и возможность сохранения в каждую секунду расхолаживают геймеров. В этом плане Nex Machina - игра хардкорная, ведь даже на уровне сложности ""Новобранец"" по мере прохождения возможно подгорание в N-ном месте. В этом-то и прелесть игры - острые ощущения!  Так же есть возможность ""взаимодествия"" с окружающей средой. Зачастую в стенах и в элементах обстановки спрятаны сектреты. Поэтому помимо уничтожения полчищ врагов и спасения людей, дополнительно стоит взяться за разрушение окружающей среды, в этом случае можно найти какие-нибудь полезные бонусы, ачивки и входы в секретные уровни. Однако надо грамотно размерять свой геймплей, потому что уничтожив всех врагов на локации, вы атоматом переходите на следующую. Поэтому разрушать элементы окружающего мира нужно во время бойни.  Музыка, графика, геймплей - все на высоте) Играть не надоедает, управление простое и понятное, хотя справедливости стоит отметить, что управление заточено под геймпад, но лично для меня это не проблема.",1503770071,1503791080,1,1,0,0.523809552192688,0,1,0,0,0,""
34510492,404540,"Nex Machina",76561198264390851,305,7,166,0,139,1536058965,schinese,"刚开始感觉这是什么玩意，越玩越好玩，简直社保。本身的成就也很有挑战。推荐。",1503769388,1503769388,1,0,0,0.0,0,1,0,0,0,""
34508704,404540,"Nex Machina",76561198026637804,1600,14,160,0,99,1505411901,schinese,"哈哈哈哈，这游戏超好玩儿！本地联机简直赞！跟姐夫玩儿了一多小时才打到第三场景，姐夫好笨真是好着急23333 其它模式还没试，不过... 巨赞！好玩！炫丽！操作简单！40块不亏不亏~（满意状态",1503764503,1503764503,1,0,0,0.0,0,1,0,0,0,""
34506487,404540,"Nex Machina",76561198104562236,546,6,329,0,206,1580198212,schinese,"爽爆 停不下来  推荐装备用剑配合三连冲锋 怂的话智慧炸弹（护盾）",1503758627,1503758627,1,0,0,0.0,0,1,0,0,0,""
34505589,404540,"Nex Machina",76561197990144203,1386,90,1209,0,482,1672243928,french,"ATTENTION,GROSSE TUERIE !!!  (Et dans les 2 sens du terme)",1503756164,1503756164,1,3,1,0.553752541542053,0,1,0,0,0,""
34505268,404540,"Nex Machina",76561198204758163,341,87,305,0,16,1613546240,schinese,"洞洞洞，啾啾啾，老式bgm配老式设定加上人类有史以来最伟大的发明也就是R~~~~~~~~~~~~G~~~~~~~~~~~~B~~~~~~~~~~~~~(此处应该有linus怒吼.jpg）得到了又一款让人jjyyd的社保游戏！ 讲道理，我这种游戏通了一周目剧情就删掉吃灰的人最需要的就是这种刷刷刷突突突的游戏来填充大量的短暂但空虚的不应期",1503755260,1503755260,1,1,0,0.527559041976929,0,1,0,0,0,""
34505120,404540,"Nex Machina",76561198074535437,0,5,216,0,22,1517715093,english,"It is a really enjoying casual shoot'em up game. If you are bored or waiting for something, you can spend time with it.",1503754800,1503754800,1,0,0,0.0,0,1,0,0,0,""
34503913,404540,"Nex Machina",76561198278319761,0,17,83,0,83,1503908175,koreana,"슈팅게임 싫어라 하는대도 재밌네요 ㅋㅋ 개강추",1503751079,1503751079,1,0,0,0.0,0,1,0,0,0,""
34501620,404540,"Nex Machina",76561197969421151,616,88,711,0,534,1609379358,polish,"Ładna graficznie rozpierducha (jak każda gra od Housemarque) w klimatach lat 80 :) Polecam",1503743808,1503743808,1,0,0,0.461121141910553,0,1,0,0,0,""
34500825,404540,"Nex Machina",76561198361474646,255,20,16,0,16,1503740779,schinese,"非常出色的游戏，爽到极点。",1503740890,1503740890,1,1,0,0.502487540245056,0,1,0,0,0,""
34499454,404540,"Nex Machina",76561197980090342,525,108,198,0,109,1551786953,english,"this game does everything right",1503735815,1503735815,1,0,0,0.46875,0,1,0,0,0,""
34499401,404540,"Nex Machina",76561197970597634,0,23,180,0,168,1555563759,english,"Back in my day, I used to play a game by Housemarque called Super Stardust on my PSP. It's still a great way to pass the time while you pass the turds.  Years later, the same team came back and made this game.  This is in many ways, the evolution of Super Stardust. A badass successor. As my engineer brother would say, ""It runs slick as sh*t off a shiny shovel."" And what a shiny shovel it is. This thing is POLISHED, this thing is BEAUTIFUL, and most importantly, this thing is ADDICTIVE.  Time has been very good to Housemarque.",1503735617,1503735617,1,1,0,0.47559055685997,0,1,0,0,0,""
34498756,404540,"Nex Machina",76561198003018144,0,16,300,0,159,1562128131,thai,"ดูแล้วอาจไม่น่าสนุก แต่พอได้เล่นแล้ว หัวร้อนแน่ๆ มันจะฝึกให้คุณมีประสาทตาและมือ ที่ไวพอๆ Darksoul  ข้อดี 1.เกมเพลย์สนุก เล่นได้เรื่อยๆ  2.เพลงสนุก มันส์ 3.เอฟเฟกสวยงาม ข้อเสีย 1.ตัวเกมสั้น 2.บางด่านนืยากโคตรๆ  ราคาไม่แพง จัดเถอะ..",1503733074,1511405242,1,1,0,0.523809552192688,0,1,0,0,0,""
34497282,404540,"Nex Machina",76561198094295086,0,28,45,0,45,1503726387,schinese,"键鼠的体验真是糟糕",1503726424,1503726424,1,5,1,0.572317242622375,0,1,0,0,0,""
34495847,404540,"Nex Machina",76561197962207750,0,130,216,0,196,1505751360,english,"► Proper fast, slick, addictive gameplay  ► Superb eye and ear candy  ► if you like classic arcade challenges and this looks good to you, you're right... get it :)",1503719880,1503719880,1,9,0,0.640434741973877,0,1,0,0,0,""
34495577,404540,"Nex Machina",76561198357087009,248,17,45,0,45,1504234068,schinese,"很爽快的游戏。 缺字没关系，但是必须加个光标，必须加。",1503718683,1503718683,1,1,0,0.502487540245056,0,1,0,0,0,""
34494905,404540,"Nex Machina",76561197970383618,0,12,342,0,119,1667713692,english,"Boring and souless, it's a fantastic demo of a beautiful graphics engine but the gameplay quickly falls into a boring been there done that lump of clay.  I'm a huge fan of retro games and can play the old arcade cabinets for hours.  I was looking forward to Nex Machina knowing that Jarvis was involved with the project, so it pains me to write a negative review. I just found it boring, there was nothing pushing me or drawing me back to the game, it has polish but no play. Run, shoot, run - rinse and repeat until it's over after 5 levels.   Robotron is still one of my all time favorites, this game lasted around 20 minutes before the boredom set in.",1503715605,1503718308,0,8,0,0.436217904090881,1,1,0,0,0,""
34494475,404540,"Nex Machina",76561198136112907,106,3,214,0,142,1517722578,schinese,"下下来玩了一会，一个字：爽！",1503713813,1503713813,1,0,0,0.0,0,1,0,0,0,""
34494421,404540,"Nex Machina",76561198209684836,473,64,105,0,105,1503717550,schinese,"爽快的射击 优秀的BGM 画面也说的过去  一包烟钱就能换来的快感 何乐不为 提醒下  键鼠体验贼差  强烈建议手柄玩",1503713592,1503713592,1,0,0,0.0,0,1,0,0,0,""
34492853,404540,"Nex Machina",76561198072294997,0,6,58,0,58,1503744363,english,"Holy HELL! HOLY HELL! This game may take you a couple of levels or an hour to get the hang of and then you all of a sudden go from dying to clearing some levels and then to clearing the levels with all humans saved and then ... and then... you get to an end boss. What is unreal is that this game sucks you in and it is intense. The music is awesome too. Basically this game is like pixalated crack. When you complete each progressively rediculous lvl it feels so satisfying.",1503706539,1503706539,1,3,1,0.551282048225403,0,1,0,0,0,""
34492052,404540,"Nex Machina",76561197971149204,0,2,1108,0,143,1689175686,english,"Being a fan of Robotron and Smash TV this is everything I had hoped it would be and more.  This plays absolutely fantastic with a Steam controller as well!",1503702694,1503702694,1,6,0,0.580187916755676,0,1,0,0,0,""
34491394,404540,"Nex Machina",76561197997439591,204,1,606,0,105,1674257229,english,"I now own Nex Machina on both PC and PS4 and it's fantastic on both. Brilliantly designed, beautiful to look at and it has a great soundtrack.  I'd love for Housemarque to add HDR and Vulkan multi GPU compatibility on PC. I've also noticed that it's in stereo 2.0 only through HDMI on PC - Atmos integration would be phenominal.    Pure unadulterated twin stick shooter action. Highy recommended.",1503699989,1503699989,1,2,0,0.528985500335693,0,1,0,0,0,""
34491204,404540,"Nex Machina",76561198032077829,0,198,33,0,23,1544354747,russian,"Шикарная игра, с великолепной музыкой!!! На релаксе, уровень сложности максимальный!!!",1503699271,1503699271,1,0,0,0.0,0,1,0,0,0,""
34490898,404540,"Nex Machina",76561198118782871,0,1,9572,0,7215,1618666117,english,"I had never played a twin-stick shooter before, but Nex Machina is an exceptional and expertly crafted game. My GOTY, hands down.",1503698216,1503698216,1,5,0,0.583481669425964,0,1,0,0,0,""
34487438,404540,"Nex Machina",76561198017293500,109,17,50,0,50,1499632337,english,"Love it! Housemarque is my go-to when I'm into a twin-stick shooter mood! Always delivers and this is one of their best. Bought it on PS4 again so I can couch coöp :)",1503686755,1503787014,1,0,0,0.0,0,1,0,0,0,""
34487274,404540,"Nex Machina",76561197992954274,0,26,6643,0,6643,1502399858,english,"Its a hidden but well polished gem. Go, grab it!",1503686156,1503686156,1,3,0,0.556243121623993,0,1,0,0,0,""
34440101,404540,"Nex Machina",76561198088045082,0,12,251,0,251,1503725074,schinese,"有小时候玩魂斗罗的感觉。。。 发售前就在关注这个游戏，直到打折了才买。。。你要我原价买我是拒绝的233  游戏画面很棒，手感也还不错，流程感觉不太长，难度还是有的，第一次玩的时候开了99命模式，结果倒数第二个boss时挂完了。但是开简单的话，全程死了应该不超过10次。  最好的属性应该是 spread（扩散？），打boss轻松的不得了。技能中激光、充能炮打小怪很好用，但是遇到boss感觉还不如平A来的快。充能炮一下才那么点血量，跟特效完全对不上啊。。  ",1503500161,1503500161,1,9,4,0.57698917388916,2,1,0,0,0,""
34419071,404540,"Nex Machina",76561198065151718,0,30,180,0,127,1556830299,english,"help i can't breathe",1503418444,1503418444,1,2,3,0.458090037107468,1,1,0,0,0,""
34410280,404540,"Nex Machina",76561198253309130,171,25,546,0,435,1566287960,schinese,"当我以为我终于打爆隐藏关AI的时候，它它它它它它它它它居然还有一个boss！ 啊，受苦。",1503386801,1503802822,1,1,0,0.502487540245056,0,1,0,0,0,""
34375437,404540,"Nex Machina",76561198079950188,284,3,279,0,279,1511464106,english,"[h1] A beautiful masterpiece of light, colors, voxels, sound and music! [/h1]  [b] Easy to learn - hard to master. Fun to play - fun to watch. Especially great in Coop. So, let the machine bleeding pixels and never stop crying out digital tears. The fight of future has began! [/b]",1503240995,1511464297,1,2,0,0.54574328660965,0,1,0,0,0,""
34371721,404540,"Nex Machina",76561198002114188,0,3,585,0,327,1651436578,english,"Once you start to get a hang of it, you're gone. Every aspect of the game I can of think is implemented so well that it feels like a crime to buy this for its current price.  The gameplay is so addictive, pumping your blood with adrenaline on each stage and pushing you forward. Even the lowest difficulty can at times bust your balls in case you play for score. And you should. The scoring system is what gives the game its seemingly chaotic nature, which a player has to conquer. And to do that you have to come up with a strategy for each stage and for each encounter. At this point fundamental simplistic gameplay design starts to show its true potential and depth.   The next primary drive of the game is the BGM, which is of the highest quality and fits to the action perfectly. The OST absolutely deserves to be listened to separately. The are no problems with the sound effects as well - every explosion and every power-up pickup feel distinct and satysfying.  And again: it's a steal.",1503229773,1503339602,1,1,0,0.523809552192688,0,1,0,0,0,""
34366625,404540,"Nex Machina",76561198147594023,207,25,159,0,141,1504094669,schinese,"爽快刺激画面也不错",1503210316,1503210316,1,0,0,0.0,0,1,0,0,0,""
34317990,404540,"Nex Machina",76561197982079483,1263,195,404,0,377,1657149767,english,"Nex Machina has earned its place as my favorite bullet hell shmup. It’s an extremely well-crafted game eager to blow your pants off with intense, frantic action. However, I must state that the game can seem overwhelming with the differences between difficulties. In fact, I think anything beyond “Experienced” will be impossible for me, but you can and do improve over time.  This game has a committed arcade design philosophy. You have numerous difficulties, different modes including co-op (with shared lives), and leaderboards for everything. The game’s Arena mode offers credits based on in-game performance used to customize your character and will occasionally throw challengers at you whose score you have to beat in order to continue growing your profile level. I definitely recommend playing some Arena so that you can purchase the bullet color that stands out the most to you if the default isn’t working out. I went with yellow which helped me process the visual information on the screen.  Single World allows you master an area, but Arcade mode is the one that puts you through the entire gauntlet. Each world only takes around 7 minutes for me to complete and there are up to 6 worlds if you play on Experienced. Rookie has 5. What keeps me coming back for me is the desire to achieve mastery due to how the game encourages an incredibly dangerous dance to keep your combo up and the fierce action constantly keeping me on the edge of my seat. You’re a very fragile being. One hit will kill you unless you’re able to collect a shield and you’re doing your best to evade hundreds of enemies and projectiles in every world.  Every world is broken into small levels. Some of those levels contain secrets which involve hidden humans to save, hidden multipliers to help build up your score, extra lives to keep you in the fight instead of using a continue, hidden targets, and secret entrances that take you to another level filled with humans to save and enemies to kill. In addition to the secrets and trying to stay alive against the relentless onslaught, you’re also trying to build up not one, but two combo meters. You have the regular score multiplier that you build up by killing regular enemies, special enemies, or finding them in the level. It doesn’t decay or go down unless you die and use up a life. You also can consider building up the human combo which works by saving a human, waiting for the combo meter to decay, and then saving another human which is very difficult to consistently do since you’re juggling so much information at once. You have to risk it to get the biscuit though and human combos are necessary to racking up huge points to make your friends look bad.  You don’t have to worry about it too much if you’re just trying to beat a higher difficulty and leaving the high score attempts for later. In fact, there are Feats (sorta like in-game achievements) for avoiding all the humans in a world. Don’t feel too overwhelmed and stick with Rookie for a while. Learn the placement of the secrets and enemy patterns before attempting the harder settings, I say.  Oh right, power-ups. They contribute to your overall effectiveness in different ways and dying means dropping one on the ground which you’ll probably want to collect. You’ll frequently encounter Triple Dash, Dash Explosion, Shield, Weapon Range, and Weapon Spread. Having all five at once grants you the 5-projectile spread shot instead of the 3-shot version with 4 out of 5 power-ups. There are also special weapon pick-ups with the Rocket Launcher being my favorite. Your controls involve moving with left stick, shooting with right stick, dashing with LB or L-Trigger, and using your special weapon with RB or R-Trigger. I highly recommend using a controller.  Whew, when you’re not in the zone and super focused on avoiding the cold embrace of death, you might notice the great soundtrack. Every song seems well done and fun to listen to while blasting baddies away. The neon colors also help immerse you in the retro-arcade design of the entire game. It looks good, sounds good (except for weapons which are understated a bit, but is still okay), and plays well.  Again, this game can be extremely difficult on the higher difficulties because faster enemies means faster reflexes are required and sometimes my brain can’t keep up. You can also find yourself in a situation where your run might be over because you’re caught in a death loop against a boss (remember, you lose power-ups on death and continues). It can be weirdly satisfying to take down a boss with just your basic gun and a special weapon, but that did take me around 17 continues which each one having three lives. The 6th boss didn’t even have a weapon to pick up though in its room and I just had to back out at that point. Make Rookie your best friend if you’re new to the genre or aren’t hardcore before making bold difficulty choices.  Still, I love this game very much. It’s my favorite of the genre and I recommend it with two thumbs up. It’s one of the few games that I’ll leave installed indefinitely because I know I’ll be shooting down thousands of more baddies in the future.",1503016131,1503016131,1,11,0,0.63994163274765,0,1,0,0,0,""
34307316,404540,"Nex Machina",76561198042847550,435,52,110,0,94,1560305715,english,"Fun but overpriced. I finished the entire campaign in less than an hour. If you like replaying the same levels over and over, you may get more mileage than I did, but I don't enjoy that kind of thing.",1502976768,1502976768,1,1,0,0.501267194747925,0,1,0,0,0,""
34306672,404540,"Nex Machina",76561198044568195,178,79,5366,0,1257,1692278325,brazilian,"V-I-C-I-A-N-T-E  Excelente Game , muito bom mesmo, recomendo fácil de jogar e difícil ao mesmo tempo k. -Tipo de jogo que você senta para jogar um pouquinho e quando vê já se passaram dois dias kk.  eu queria muito um multplayer online",1502974535,1542832738,1,0,0,0.0,0,1,0,0,0,""
34269889,404540,"Nex Machina",76561198071832391,8,6,791,0,469,1614506809,english,"I bought this game right after it came out mostly because of the glowing reviews that it received on many of the game review websites plus it was inexpensive. It still has a Very Positive overall ranking here on Steam but buyer beware, you may not be able to play this game.   My system meets all the recommended requirements and then some however the game is basically unplayable for me and for many others. If you check the Community Discussion you will see the main stickied thread plus many others from users like myself who cannot play this game at all or beyond the first level, let alone compete in the arena season. The game will crash immediately on loading a level or after completing the first level every time.   The problem seems to be related to those who still use Windows 7 not any specific hardware. I personally did not refund because immediately after the game was released the developer, Housemarque, was aware of the problem and attempted to fix it with a few hotfixes and one main patch. Unfortunately these quick fixes did not resolve the issue and those of us who waited for them to fix it without refunding were left waiting.  We're still waiting..   Three weeks since release and after a few attempts to fix the problem failed, the developer has apparently stopped supporting the game. Less than a month after release there have been no responses or developer support for the game since July 17, 2017 other than to say they are on holiday and still monitoring the problem. They have not provided any information on their discussion or news page and have apparently stopped trying or are unable to fix their game for Windows 7 users even though it is still listed as a supported OS.   The game (what I have gotten to play of it) is a fast paced, fun twin stick acrade shooter. Perhaps one of the best in a long while but that is also what makes it so frustrating for those who cannot play. I gave them the benefit of the doubt because in the beginning they were making attempts to resolve the problem but that support seemed to end about the same time as the refund period did. If you can play the game on your system then I would recommend it however with the way the situation has played out and the developer ceasing to communicate through Steam in over a month, I can only recommend you buy to try.. and be prepared to refund quickly if you're one of the ones for whom it does not work.  This is definitely a case of Caveat Emptor and a reminder to research the Community Discussion of a game before you purchase.  Update: A new patch was released 8/25/2017 that added a new language and a new leaderboard season but no fixes.",1502861401,1503716007,0,103,8,0.613176584243774,15,1,0,0,0,""
34265974,404540,"Nex Machina",76561198138213224,1195,90,421,0,391,1502213323,brazilian,"[h1]Nex Machina - Curadoria Mamilos Club[/h1]  Nex Machina é desenvolvido e distribuído pela Housemarque, o mesmo estúdio de Outland, outro jogo com ótimas avaliações na plataforma Steam. Aqui o(a) jogador(a) vai assumir o papel de uma verdadeira maquina de matar e deve destruir hordas e mais hordas de inimigos numa sequência frenética no melhor estilo SHMUP, mas com seu toque pessoal.  O jogo não conta com modo história, se quiser sozinho vai encontrar as opções arcade (conforme passa um mundo, avança ao próximo), mundo individual (você joga apenas o mundo que escolher) ou arena online (você joga sozinho, mas seu objetivo é bater as pontuações de outros jogadores). Os nomes estão em português porquê o menu jogo pode ser colocado em PT-BR nas opções.  Para quem não sabe, a Housemarque já tem experiência - e muito boa por sinal - com jogos parecidos e que contribuíam para o sucesso de Nex Machina, ex: Resogun e Alienation. Para quem já teve a oportunidade de jogar os games citados ou mesmo outros títulos da empresa, sabe muito bem o quão ela leva a sério seus projetos e podemos claramente ver o amadurecimento do estúdio com o passar dos anos.  Mas afinal, qual é a receita do sucesso visto aqui? Lugares que desafiam seu posicionamento, muitos inimigos, e bônus que vão exigir movimentações longas e desafiadoras. O jogo poderia muito bem lhe colocar num ambiente variado e deixar você matando, matando e matando, mesmo assim ele conseguiria sua carisma, isto é fato.  Sua movimentação, os comandos - teclado e mouse ou controle - estão ótimos, o jogo é extremamente fluído e cheio de recursos visuais que enchem os olhos com efeitos primorosos. As musicas e os efeitos com relação aos sons também estão em um nível espetacular, tudo se encaixa muito bem na proposta do game.  Não posso dizer que Nex Machina é pensado para computadores mais fracos, não é, seus efeitos exigem um bom hardware, mesmo assim sua taxa de quadros se mantem estável e talvez seja possível executar o jogo em configurações mais modestas, óbvio que o custo vai ser um dos grande pontos do jogo - a beleza dos pixels explodindo - e se isso não garantir uma jogabilidade - taxa de quadros ""fps"" - estável, melhor deixar para quando tiver um melhor equipamento, é impossível passar algum mundo com o PC travando.  Existe também a possibilidade de jogar cooperando com algum amigo, mas de forma local e com tela compartilhada, fato que rende uma boa dose de diversão e desafios, falando nisso... Os níveis de dificuldade do jogo estão equilibrados e crescem na mesma proporção, se busca completar todos os mundos no mais difícil, não pense em fazer isso logo nas primeiras tentativas, até mesmo por ser necessário treinar o reflexo.  In-game, além do desafios de atirar e se movimentar, também é possível resgatar seres humanos - o que rende pontos e conquistas - e não vá esquecer de coletar os objetos brilhantes pelo cenário, são habilidades/armas que podem ajuda-lo na destruição das hordas, aumentar sua vida, recarregar seu dash e até mesmo escudo, por isso é fundamental destruir tudo pelo mapa, muitas coisas estão escondidas.  Outro grande destaque é boa variação dos inimigos, a cada cenário você vai encontrar algo novo e desafiador, isso faz com que à estratégia e os movimentos usados anteriormente não possam simplesmente ser reprisados, então é preciso sempre estar se adaptando.  O que jamais pode faltar num título assim? Você já deve ter se perguntado. E os chefes? Sim! Legais, diferentes e difíceis - o que já era de se esperar - e claro que o jogo não decepciona na experiência que é enfrenta-los, tenha cuidado, use estratégia e principalmente seus reflexos, pois serão levados ao extremo.  Depois de tudo que eu falei, alguma dúvida de que recomendaria o Nex Machina? Lógico. Cada centavo vale a pena, os desafios impostos são ótimos, sons, gráficos... Tudo é muito bem explorado e demonstra a qualidade e preocupação do estúdio em dar aos seus compradores um excelente game. O único fato que posso lamentar é que não existe a possibilidade de jogar cooperando online com algum amigo.  [b]Prós:[/b]  ● Jogabilidade excelente; ● Efeitos visuais belíssimos; ● Musicas e efeitos sonoros empolgantes; ● Otimização; ● Cooperativo local;  [b]Contras:[/b]  ● Não existe modo online cooperativo. [quote] [b]Curadoria Mamilos Club -> [/b][url=http://steamcommunity.com/groups/mamilosclub#curation][b]Confira nossas análises[/b][/url] [b]Visite nosso site -> [/b][url=http://www.mamilos.club][b]MClub[/b][/url] [b]Canal no Discord -> [/b][url=https://discord.gg/u3hXgRj][b]Aqui[/b][/url] [/quote]",1502839678,1502839678,1,10,1,0.616701662540436,4,0,1,0,0,""
34251535,404540,"Nex Machina",76561198168825454,0,1,498,0,359,1627535531,english,"Housemarque is one of the leading developers of this genre.  It wouldn't be a stretch to say that every twin stick shooter they have released thus far have been of stellar quality, and I've played them all.  I highly recommend Nex Machina along with their other releases, especially Alienation (PS4).",1502785191,1502785191,1,0,0,0.0,0,1,0,0,0,""
34250161,404540,"Nex Machina",76561198031841959,367,10,645,0,396,1623092830,hungarian,"Housemarque, Resogun és Alienation után végre PC-n. Ne számíts több száz óra gameplay-re, de ha szereted az igazán kemény twin steak shootert, akkor ne hagyd ki. Az online rank rendszer nagyon rendben van, és a kinyiható dolgok is. Az egyedüli negatívum, hogy nincs online coop.",1502778331,1502778331,1,0,0,0.0,0,1,0,0,0,""
